ID,School,School Type,Region,US World Ranking,Acceptance Rate,Average GPA,New EBRW 25th,New EBRW 75th,New Math 25th,New Math 75th,SAT Total 25th,SAT TOTAL 75th,SAT 25,SAT 75,ACT 25,ACT 75,ACT Comp 25th,ACT Comp 75th,Test Optional or Test Flexible,State,Link
48,Oberlin College,LAC,Midwest,24.0,0.29,3.57,690.0,750.0,640.0,750.0,1330.0,1500.0,1320,1500,29,32,28.0,32.0,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/oberlin-college/admission/
1388,Wake Forest University,National,South,27.0,0.29,-,650.0,730.0,630.0,750.0,1280.0,1480.0,-,-,-,-,27.0,33.0,TO,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/wake-forest-university/admission/
1290,Berklee College of Music,,,,0.29,-,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/berklee-college-of-music/admission/
500,CUNY Lehman College,,,,0.3,-,,,,,,,1020,1180,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-lehman-college/admission/
43,University of Virginia Main Campus,National,South,24.0,0.3,4.22,670.0,750.0,650.0,760.0,1320.0,1510.0,1320,1510,29,33,29.0,33.0,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/university-of-virginia-main-campus/admission/
56,Lafayette College,LAC,Mid-Atlantic,36.0,0.3,3.46,640.0,720.0,640.0,740.0,1280.0,1460.0,1280,1460,27,31,27.0,31.0,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/lafayette-college/admission/
57,Lehigh University,National,Mid-Atlantic,44.0,0.3,-,640.0,720.0,660.0,760.0,1300.0,1480.0,1300,1470,29,32,29.0,32.0,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/lehigh-university/admission/
272,Tulane University of Louisiana,National,South,39.0,0.3,3.5,680.0,740.0,640.0,730.0,1320.0,1470.0,1320,1470,29,32,29.0,32.0,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/tulane-university-of-louisiana/admission/
46,University of North Carolina at Chapel Hill,National,South,30.0,0.31,4.6,650.0,730.0,630.0,730.0,1280.0,1460.0,1290,1490,28,33,27.0,32.0,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/university-of-north-carolina-at-chapel-hill/admission/
182,Corban University,,,,0.31,3.57,,,,,,,1030,1230,21,27,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/corban-university/admission/
1235,Corcoran College of Art and Design,,,,0.31,-,,,,,,,-,-,-,-,,,,District Of Columbia,http://www.collegesimply.com/guides/admission-data//colleges/district-of-columbia/corcoran-college-of-art-and-design/admission/
72,California Polytechnic State University San Luis Obispo,Regional,West,9.0,0.31,3.87,600.0,700.0,600.0,720.0,1200.0,1420.0,1200,1400,26,31,26.0,31.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-polytechnic-state-university-san-luis-obispo/admission/
923,Paine College,,,,0.31,2.95,,,,,,,730,930,14,17,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/paine-college/admission/
59,University of Richmond,National,South,27.0,0.31,-,660.0,730.0,640.0,750.0,1300.0,1480.0,1300,1480,29,32,29.0,32.0,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/university-of-richmond/admission/
1339,Bard College,LAC,Mid-Atlantic,49.0,0.32,3.5,640.0,740.0,590.0,710.0,1230.0,1450.0,-,-,-,-,,,TO,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/bard-college/admission/
1413,Franklin and Marshall College,LAC,Mid-Atlantic,47.0,0.32,-,620.0,720.0,650.0,760.0,1270.0,1480.0,-,-,-,-,28.0,31.0,TO,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/franklin-and-marshall-college/admission/
1303,The New England Conservatory of Music,,,,0.32,-,,,,,,,-,-,-,-,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/the-new-england-conservatory-of-music/admission/
114,CUNY Bernard M Baruch College,Regional,Mid-Atlantic,20.0,0.32,-,580.0,680.0,600.0,720.0,1160.0,1400.0,1210,1380,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-bernard-m-baruch-college/admission/
376,Catawba College,,,,0.32,2.36,,,,,,,950,1170,18,24,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/catawba-college/admission/
60,Georgia Institute of Technology Main Campus,National,South,34.0,0.32,3.95,680.0,750.0,710.0,780.0,1390.0,1530.0,1390,1530,30,33,30.0,33.0,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/georgia-institute-of-technology-main-campus/admission/
54,New York University,National,Mid-Atlantic,36.0,0.32,3.6,670.0,740.0,650.0,760.0,1320.0,1500.0,1330,1520,29,32,28.0,32.0,TF,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/new-york-university/admission/
1230,Trinity College,LAC,New England,38.0,0.33,-,630.0,710.0,600.0,700.0,1230.0,1410.0,-,-,-,-,27.0,30.0,TO,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/trinity-college/admission/
61,Boston University,National,New England,39.0,0.33,3.59,650.0,720.0,640.0,760.0,1290.0,1480.0,1290,1480,27,31,27.0,31.0,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/boston-university/admission/
866,Washington Adventist University,,,,0.33,-,,,,,,,790,1040,14,21,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/washington-adventist-university/admission/
281,Houston Baptist University,,,,0.33,-,,,,,,,1040,1220,20,26,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/houston-baptist-university/admission/
66,University of California Santa Barbara,National,West,37.0,0.33,3.96,610.0,710.0,600.0,730.0,1210.0,1440.0,1160,1420,26,31,24.0,30.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-california-santa-barbara/admission/
1377,Touro College,,,,0.34,3.5,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/touro-college/admission/
1367,University of Rochester,National,Mid-Atlantic,32.0,0.34,3.8,660.0,740.0,660.0,780.0,1320.0,1520.0,-,-,-,-,29.0,33.0,TF,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/university-of-rochester/admission/
740,Hope International University,,,,0.34,-,,,,,,,890,1120,16,22,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/hope-international-university/admission/
127,Nebraska Methodist College of Nursing & Allied Health,,,,0.34,3.41,,,,,,,-,-,22,26,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/nebraska-methodist-college-of-nursing-and-allied-health/admission/
1295,Emmanuel College,,,,0.34,3.22,,,,,,,870,1140,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/emmanuel-college/admission/
1295,Emmanuel College,,,,0.34,3.22,,,,,,,870,1140,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/emmanuel-college/admission/
149,University of North Carolina School of the Arts,,,,0.34,3.67,,,,,,,1060,1290,21,27,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/university-of-north-carolina-school-of-the-arts/admission/
58,College of William and Mary,LAC,South,32.0,0.34,4.12,680.0,750.0,650.0,760.0,1330.0,1510.0,1330,1510,28,32,28.0,32.0,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/college-of-william-and-mary/admission/
115,San Diego State University,National,West,146.0,0.34,3.6,550.0,650.0,540.0,650.0,1090.0,1300.0,1090,1300,22,28,22.0,28.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/san-diego-state-university/admission/
183,Columbia International University,,,,0.34,3.66,,,,,,,1020,1200,20,26,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/columbia-international-university/admission/
50,University of California San Diego,National,West,44.0,0.34,-,640.0,730.0,650.0,780.0,1290.0,1510.0,1310,1510,28,33,27.0,32.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-california-san-diego/admission/
204,California State University Long Beach,Regional,West,35.0,0.34,3.5,500.0,620.0,510.0,620.0,1010.0,1240.0,1010,1240,20,26,20.0,26.0,TO,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-state-university-long-beach/admission/
51,Brandeis University,National,New England,34.0,0.34,3.87,670.0,740.0,670.0,780.0,1340.0,1520.0,1340,1520,29,32,29.0,32.0,TO,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/brandeis-university/admission/
80,American University,National,Mid-Atlantic,74.0,0.35,-,640.0,720.0,580.0,670.0,1220.0,1390.0,1220,1390,26,30,26.0,30.0,TO,District Of Columbia,http://www.collegesimply.com/guides/admission-data//colleges/district-of-columbia/american-university/admission/
391,Central Christian College of the Bible,,,,0.35,-,,,,,,,850,1240,16,26,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/central-christian-college-of-the-bible/admission/
63,Reed College,LAC,West,87.0,0.35,3.9,700.0,760.0,640.0,750.0,1340.0,1510.0,1340,1510,29,33,29.0,33.0,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/reed-college/admission/
159,Emmaus Bible College,,,,0.35,3.28,,,,,,,930,1340,20,26,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/emmaus-bible-college/admission/
462,Alice Lloyd College,,,,0.35,-,,,,,,,970,1100,19,24,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/alice-lloyd-college/admission/
62,Case Western Reserve University,National,Midwest,37.0,0.36,-,670.0,750.0,710.0,780.0,1380.0,1530.0,1380,1530,30,33,30.0,33.0,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/case-western-reserve-university/admission/
684,Saint Louis Christian College,,,,0.36,2.76,,,,,,,-,-,18,24,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/saint-louis-christian-college/admission/
68,St Olaf College,LAC,Midwest,53.0,0.36,3.62,600.0,740.0,600.0,730.0,1200.0,1470.0,1210,1460,26,31,26.0,31.0,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/st-olaf-college/admission/
245,Brigham Young University Hawaii,,,,0.36,-,,,,,,,1050,1230,22,26,,,,Hawaii,http://www.collegesimply.com/guides/admission-data//colleges/hawaii/brigham-young-university-hawaii/admission/
592,Kentucky Christian University,,,,0.36,3.15,,,,,,,890,1130,19,23,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/kentucky-christian-university/admission/
73,Skidmore College,LAC,Mid-Atlantic,38.0,0.36,-,610.0,710.0,580.0,700.0,1190.0,1410.0,1190,1410,26,30,26.0,30.0,TO,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/skidmore-college/admission/
950,Coppin State University,,,,0.37,-,,,,,,,890,1050,16,20,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/coppin-state-university/admission/
239,CUNY Brooklyn College,,,,0.37,-,,,,,,,1100,1280,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-brooklyn-college/admission/
1264,Maharishi University of Management,,,,0.37,3.1,,,,,,,-,-,-,-,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/maharishi-university-of-management/admission/
1299,College of the Holy Cross,LAC,New England,32.0,0.37,-,660.0,730.0,640.0,720.0,1300.0,1450.0,-,-,-,-,28.0,31.0,TO,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/college-of-the-holy-cross/admission/
1217,Laguna College of Art and Design,,,,0.37,3.45,,,,,,,-,-,-,-,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/laguna-college-of-art-and-design/admission/
687,CUNY John Jay College of Criminal Justice,,,,0.37,2.72,,,,,,,970,1130,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-john-jay-college-of-criminal-justice/admission/
64,Rhode Island School of Design,Arts,New England,,0.37,3.5,630.0,720.0,600.0,750.0,1230.0,1470.0,1230,1470,25,32,25.0,32.0,,Rhode Island,http://www.collegesimply.com/guides/admission-data//colleges/rhode-island/rhode-island-school-of-design/admission/
77,Pepperdine University,National,West,50.0,0.38,3.59,610.0,700.0,570.0,700.0,1180.0,1400.0,1180,1400,25,30,25.0,30.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/pepperdine-university/admission/
864,Kentucky State University,,,,0.38,2.44,,,,,,,920,1130,17,22,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/kentucky-state-university/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.38,3.5,660.0,720.0,650.0,750.0,1310.0,1470.0,-,-,-,-,29.0,32.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/union-college/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.38,3.5,660.0,720.0,650.0,750.0,1310.0,1470.0,-,-,-,-,29.0,32.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/union-college/admission/
65,University of California Davis,National,West,44.0,0.38,3.99,580.0,690.0,580.0,740.0,1160.0,1430.0,1160,1430,25,31,24.0,30.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-california-davis/admission/
79,Colorado School of Mines,National,West,82.0,0.38,3.8,640.0,710.0,670.0,760.0,1310.0,1470.0,1310,1470,28,32,28.0,32.0,,Colorado,http://www.collegesimply.com/guides/admission-data//colleges/colorado/colorado-school-of-mines/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.38,3.5,660.0,720.0,650.0,750.0,1310.0,1470.0,-,-,-,-,29.0,32.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/union-college/admission/
67,University of Miami,National,South,44.0,0.38,4.2,640.0,720.0,630.0,730.0,1270.0,1450.0,1270,1450,28,32,28.0,32.0,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/university-of-miami/admission/
477,Menlo College,,,,0.38,3.2,,,,,,,1010,1160,19,25,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/menlo-college/admission/
927,Grambling State University,,,,0.38,2.9,,,,,,,880,1030,16,20,,,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/grambling-state-university/admission/
453,Southern Virginia University,,,,0.38,3.39,,,,,,,980,1210,19,26,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/southern-virginia-university/admission/
70,The University of Texas at Austin,National,South,56.0,0.39,-,610.0,710.0,610.0,740.0,1220.0,1450.0,1240,1480,26,32,25.0,31.0,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/the-university-of-texas-at-austin/admission/
187,California State Polytechnic University Pomona,Regional,West,31.0,0.39,3.43,500.0,620.0,510.0,630.0,1010.0,1250.0,1000,1270,20,27,20.0,27.0,TO,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-state-polytechnic-university-pomona/admission/
1244,Clayton State University,,,,0.39,3.0,,,,,,,-,-,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/clayton--state-university/admission/
208,CUNY Hunter College,,,,0.39,3.1,,,,,,,1140,1320,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-hunter-college/admission/
979,Central State University,,,,0.39,2.6,,,,,,,760,910,14,18,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/central-state-university/admission/
75,University of California Irvine,National,West,39.0,0.39,3.92,560.0,670.0,570.0,720.0,1130.0,1390.0,1120,1380,24,29,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-california-irvine/admission/
283,Alaska Pacific University,,,,0.39,-,,,,,,,910,1170,17,26,,,,Alaska,http://www.collegesimply.com/guides/admission-data//colleges/alaska/alaska-pacific-university/admission/
132,Andrews University,,,,0.39,3.49,,,,,,,1050,1300,20,27,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/andrews-university/admission/
53,Macalester College,LAC,Midwest,24.0,0.39,-,680.0,750.0,640.0,760.0,1320.0,1510.0,1320,1510,29,32,29.0,32.0,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/macalester-college/admission/
805,Florida Christian College,,,,0.39,-,,,,,,,920,1120,17,22,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/florida-christian-college/admission/
728,Tougaloo College,,,,0.39,-,,,,,,,800,1030,15,20,,,,Mississippi,http://www.collegesimply.com/guides/admission-data//colleges/mississippi/tougaloo-college/admission/
377,Western Carolina University,,,,0.4,3.67,,,,,,,1010,1190,20,24,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/western-carolina-university/admission/
1414,Gettysburg College,LAC,Mid-Atlantic,51.0,0.4,3.4,640.0,720.0,630.0,710.0,1270.0,1430.0,-,-,-,-,27.0,29.0,TO,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/gettysburg-college/admission/
473,University of Memphis,,,,0.4,3.33,,,,,,,970,1210,19,25,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/university-of-memphis/admission/
1197,Concordia College Selma,,,,0.4,-,,,,,,,-,-,-,-,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/concordia-college-selma/admission/
1224,Connecticut College,LAC,New England,50.0,0.4,-,660.0,730.0,630.0,730.0,1290.0,1460.0,-,-,-,-,28.0,31.0,TO,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/connecticut-college/admission/
209,CUNY Queens College,,,,0.4,3.6,,,,,,,1100,1270,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-queens-college/admission/
1325,Park University,,,,0.4,-,,,,,,,-,-,-,-,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/park-university/admission/
150,The King?s College,,,,0.4,-,,,,,,,1150,1310,24,29,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/the-king?s-college/admission/
955,CUNY York College,,,,0.4,-,,,,,,,880,1050,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-york-college/admission/
1421,Pennsylvania College of Art and Design,,,,0.4,-,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/pennsylvania-college-of-art-and-design/admission/
953,Rust College,,,,0.41,2.7,,,,,,,-,-,14,18,,,,Mississippi,http://www.collegesimply.com/guides/admission-data//colleges/mississippi/rust-college/admission/
1439,Sewanee The University of the South,National,South,47.0,0.41,3.6,630.0,710.0,580.0,670.0,1210.0,1380.0,-,-,-,-,26.0,30.0,TO,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/sewanee-the-university-of-the-south/admission/
1348,Fashion Institute of Technology,,,,0.41,-,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/fashion-institute-of-technology/admission/
172,SUNY at Purchase College,,,,0.41,3.2,,,,,,,1040,1250,22,27,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-at-purchase-college/admission/
1449,Sterling College,,,,0.41,3.3,,,,,,,900,1110,19,24,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/sterling-college/admission/
99,Stony Brook University,National,Mid-Atlantic,96.0,0.41,3.8,600.0,700.0,620.0,750.0,1220.0,1450.0,1220,1450,26,31,26.0,31.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/stony-brook-university/admission/
141,Spring Hill College,,,,0.41,3.45,,,,,,,1070,1270,22,27,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/spring-hill-college/admission/
1383,Brevard College,,,,0.41,2.97,,,,,,,-,-,-,-,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/brevard-college/admission/
853,Claflin University,,,,0.41,3.28,,,,,,,810,970,15,19,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/claflin-university/admission/
1449,Sterling College,,,,0.41,3.3,,,,,,,900,1110,19,24,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/vermont/sterling-college/admission/
1270,Ottawa University Ottawa,,,,0.41,-,,,,,,,-,-,-,-,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/ottawa-university-ottawa/admission/
639,Bryn Athyn College of the New Church,,,,0.42,-,,,,,,,880,1170,18,23,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/bryn-athyn-college-of-the-new-church/admission/
202,Dallas Baptist University,,,,0.42,3.5,,,,,,,1110,1280,19,24,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/dallas-baptist-university/admission/
1263,AIB College of Business,,,,0.42,3.09,,,,,,,-,-,-,-,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/aib-college-of-business/admission/
384,California State University Fullerton,National,West,202.0,0.42,3.48,500.0,600.0,510.0,590.0,1010.0,1190.0,1010,1200,19,24,19.0,24.0,TO,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-state-university-fullerton/admission/
595,Barton College,,,,0.42,3.07,,,,,,,930,1130,18,23,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/barton-college/admission/
846,Trinity Bible College,,,,0.42,-,,,,,,,950,990,17,22,,,,North Dakota,http://www.collegesimply.com/guides/admission-data//colleges/north-dakota/trinity-bible-college/admission/
1015,Bacone College,,,,0.42,-,,,,,,,880,1040,15,20,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/bacone-college/admission/
285,The University of West Florida,,,,0.42,3.43,,,,,,,1010,1180,20,26,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/the-university-of-west-florida/admission/
129,State University of New York at New Paltz,,,,0.42,-,,,,,,,1110,1280,23,27,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/state-university-of-new-york-at-new-paltz/admission/
83,Bentley University,Regional,New England,3.0,0.42,-,600.0,690.0,620.0,720.0,1220.0,1410.0,1220,1410,26,30,26.0,30.0,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/bentley-university/admission/
86,SUNY at Binghamton,National,Mid-Atlantic,86.0,0.42,3.6,650.0,710.0,650.0,730.0,1300.0,1440.0,1300,1440,27,31,27.0,31.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-at-binghamton/admission/
661,Mid Atlantic Christian University,,,,0.42,2.91,,,,,,,870,1170,16,23,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/mid-atlantic-christian-university/admission/
69,Rensselaer Polytechnic Institute,National,Mid-Atlantic,39.0,0.42,3.81,660.0,760.0,710.0,780.0,1370.0,1540.0,1340,1520,28,32,28.0,32.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/rensselaer-polytechnic-institute/admission/
120,New York School of Interior Design,,,,0.42,3.39,,,,,,,1060,1250,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/new-york-school-of-interior-design/admission/
71,Whitman College,LAC,West,41.0,0.43,3.74,650.0,740.0,630.0,730.0,1280.0,1470.0,1270,1470,27,32,27.0,32.0,TO,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/whitman-college/admission/
1427,Washington & Jefferson College,LAC,Mid-Atlantic,99.0,0.43,3.33,560.0,660.0,570.0,650.0,1130.0,1310.0,-,-,-,-,22.0,28.0,TO,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/washington-and-jefferson-college/admission/
265,York College Pennsylvania,,,,0.43,3.54,,,,,,,1030,1220,20,25,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/york-college-pennsylvania/admission/
299,CUNY City College,,,,0.43,-,,,,,,,1080,1310,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/cuny-city-college/admission/
1366,Davis College,,,,0.43,-,,,,,,,-,-,-,-,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/davis-college/admission/
804,Holy Names University,,,,0.43,3.2,,,,,,,860,1020,15,21,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/holy-names-university/admission/
1248,Thomas University,,,,0.43,-,,,,,,,-,-,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/thomas-university/admission/
96,Texas Christian University,National,South,82.0,0.43,-,590.0,680.0,570.0,670.0,1160.0,1350.0,1160,1350,25,30,25.0,30.0,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-christian-university/admission/
309,Ave Maria University,,,,0.43,3.5,,,,,,,1060,1270,21,27,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/ave-maria-university/admission/
531,San Diego State University Imperial Valley Campus,,,,0.44,-,,,,,,,850,1060,16,21,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/san-diego-state-university-imperial-valley-campus/admission/
451,King College,,,,0.44,3.4,,,,,,,910,1170,19,25,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/king-college/admission/
636,Farmingdale State College,,,,0.44,3.3,,,,,,,990,1150,19,23,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/farmingdale-state-college/admission/
862,Delaware State University,,,,0.44,2.94,,,,,,,890,1050,17,21,,,,Delaware,http://www.collegesimply.com/guides/admission-data//colleges/delaware/delaware-state-university/admission/
842,York College,,,,0.44,-,,,,,,,400,530,18,22,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/york-college/admission/
94,University of Tulsa,National,South,86.0,0.44,3.8,600.0,740.0,590.0,730.0,1190.0,1470.0,1200,1450,26,32,26.0,32.0,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/university-of-tulsa/admission/
101,Baylor University,National,South,71.0,0.44,-,600.0,690.0,600.0,700.0,1200.0,1390.0,1200,1390,25,30,25.0,30.0,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/baylor-university/admission/
109,Southwestern University,National,South,95.0,0.44,-,560.0,680.0,550.0,650.0,1110.0,1330.0,1120,1330,23,29,23.0,29.0,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/southwestern-university/admission/
1473,Messenger College,,,,0.44,-,,,,,,,-,-,-,-,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/messenger-college/admission/
1233,Goldey Beacom College,,,,0.44,2.95,,,,,,,-,-,-,-,,,,Delaware,http://www.collegesimply.com/guides/admission-data//colleges/delaware/goldey-beacom-college/admission/
84,Stevens Institute of Technology,National,Mid-Atlantic,71.0,0.44,-,640.0,720.0,670.0,760.0,1310.0,1480.0,1310,1470,29,32,29.0,32.0,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/stevens-institute-of-technology/admission/
76,Occidental College,LAC,West,44.0,0.45,3.6,660.0,730.0,620.0,720.0,1280.0,1450.0,1270,1450,28,31,28.0,31.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/occidental-college/admission/
455,Pacific Union College,,,,0.45,3.35,,,,,,,940,1200,18,23,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/pacific-union-college/admission/
552,Wilson College,,,,0.45,-,,,,,,,900,1130,18,22,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/wilson-college/admission/
